"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0140913725534211,-0.0208706081454216,-0.00888974448800316,0.05
"2","df_in[, -1]Diff_Index_1",0.000288743348925268,-0.000568179331821809,0.000833494196877691,0.05
"3","df_in[, -1]Lag_1",0.192886377466352,-0.107638587891777,0.447777771623926,0.05
"4","df_in[, -1]Lag_2",0.286597249067295,0.114006157992435,0.48250142605348,0.05
"5","df_in[, -1]Lag_3",0.14885684787201,-0.258476240065214,0.321062841521817,0.05
"6","df_in[, -1]Lag_4",-0.107327437632373,-0.216581802785403,0.248115341357067,0.05
"7","df_in[, -1]Lag_5",0.0641372106484517,-0.0893684716324951,0.349277784379573,0.05
"8","df_in[, -1]Lag_6",0.384616869426412,0.158692627425802,0.520635442795542,0.05
"9","df_in[, -1]Pos_Val_for_Lag_1",0.00128714378493871,-0.00155811240416622,0.00717187464922054,0.05
"10","df_in[, -1]Pos_Val_for_Lag_2",0.000544682291616868,-0.00340892196586664,0.00491380978600469,0.05
"11","df_in[, -1]Pos_Val_for_Lag_3",0.000323744796991522,-0.0045432554097011,0.00515207062686388,0.05
"12","df_in[, -1]Pos_Val_for_Lag_4",0.00175141899875876,-0.00210813943445269,0.00434173536050516,0.05
"13","df_in[, -1]Pos_Val_for_Lag_5",-0.00032596885139149,-0.00466706092701264,0.0029971710987412,0.05
"14","df_in[, -1]Pos_Val_for_Lag_6",-0.0027374646286134,-0.00610411269970117,0.00268970107201621,0.05
